"questionnaire_timestamp";"id";"bed_time";"late";"late_reason";"wake_time";"sleep_transition";"sleep_struggle";"night_wake";"wake_earlier";"wake_earlier_problem";"sleep_quality";"physical_activity";"mental_digital_activity";"social_activity";"light";"presleep_description";"temptation_smoking";"temptation_eating";"temptation_chat";"temptation_coffee";"temptation_social_media";"temptation_internet";"temptation_tv";"temptation_alcohol";"temptation_soft_drink";"temptation_cleaning";"temptation_shopping";"temptation_other";"bed_time_plan_aligned";"steps";"active_minutes";"sun_hours";"temptation_score";"ego_depletion";"date";"day_of_week";"procrastination_minutes";"procrastination_minutes_positive";"procrastination_minutes_positive_15by15";"procrastination_minutes_positive_four_bins";"sleep_transition_minutes_estimated";"sleep_minutes";"procrastination_minutes_four_day_cumulative_history";"procrastination_minutes_three_day_cumulative_history";"procrastination_minutes_two_day_cumulative_history";"sleep_minutes_four_day_cumulative_history";"sleep_minutes_three_day_cumulative_history";"sleep_minutes_two_day_cumulative_history";"sleep_struggle_four_day_cumulative_history";"sleep_struggle_three_day_cumulative_history";"sleep_struggle_two_day_cumulative_history";"night_wake_four_day_cumulative_history";"night_wake_three_day_cumulative_history";"night_wake_two_day_cumulative_history";"sleep_quality_four_day_cumulative_history";"sleep_quality_three_day_cumulative_history";"sleep_quality_two_day_cumulative_history";"social_activity_four_day_cumulative_history";"social_activity_three_day_cumulative_history";"social_activity_two_day_cumulative_history";"light_four_day_cumulative_history";"light_three_day_cumulative_history";"light_two_day_cumulative_history";"temptation_eating_four_day_cumulative_history";"temptation_eating_three_day_cumulative_history";"temptation_eating_two_day_cumulative_history";"temptation_coffee_four_day_cumulative_history";"temptation_coffee_three_day_cumulative_history";"temptation_coffee_two_day_cumulative_history";"temptation_score_four_day_cumulative_history";"temptation_score_three_day_cumulative_history";"temptation_score_two_day_cumulative_history";"procrastination_minutes_three_days_ago";"procrastination_minutes_two_days_ago";"procrastination_minutes_one_days_ago";"temptation_score_three_days_ago";"temptation_score_two_days_ago";"temptation_score_one_days_ago";"bed_time_three_days_ago";"bed_time_two_days_ago";"bed_time_one_days_ago";"sleep_minutes_three_days_ago";"sleep_minutes_two_days_ago";"sleep_minutes_one_days_ago";"sleep_deficit_change";"sleep_deficit_minutes_simple";"procrastination_minutes_three_day_weighted_cumulative_history";"ELQ";"DLQ";"DPAL";"EPAL";"EMAL";"PDSQ";"BTP";"CSD";"ML";"EA";"SP"
"2017-04-26 15:08:57+02:00";"HA61";"2017-04-26 01:30:00";1.0;"Film op televisie";"2017-04-25 08:00:00";3.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;3.0;"hond uitlaten, koffie drinken in lounch, tv kijken";0.0;0.0;0.0;2.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;"2017-04-25 22:30:00";2478.0;2.0;10.4;8.0;0.0;"2017-04-25 15:08:57+02:00";1.0;180.0;180.0;12.0;3.0;"1:30:00";300.0;950.0;860.0;170.0;2515.0;2080.0;850.0;2.0;2.0;1.0;7.0;5.0;3.0;3.0;3.0;2.0;6.0;3.0;2.0;5.0;5.0;5.0;0.0;0.0;0.0;6.0;6.0;4.0;22.0;18.0;16.0;90.0;690.0;-10.0;4.0;2.0;8.0;"2017-04-23 00:30:00";"2017-04-24 10:30:00";"2017-04-24 22:30:00";435.0;1230.0;550.0;180.0;180.0;313.0;3.0;10.4;2478.0;1.0;1.0;0.0;180.0;313.0;-20.8;2.0;2768.2
"2017-04-27 16:56:07+02:00";"HA61";"2017-04-26 22:15:00";0.0;"";"2017-04-26 07:45:00";1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;"Hond uitlaten, discussie met vriendin, tv kijken";0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;"2017-04-26 22:00:00";4266.0;3.0;8.1;4.0;0.0;"2017-04-26 16:56:07+02:00";2.0;15.0;15.0;1.0;1.0;"0:30:00";540.0;875.0;185.0;195.0;2620.0;1390.0;840.0;2.0;1.0;1.0;6.0;4.0;3.0;4.0;3.0;1.0;4.0;3.0;2.0;6.0;6.0;4.0;0.0;0.0;0.0;8.0;6.0;4.0;22.0;20.0;12.0;690.0;-10.0;180.0;2.0;8.0;8.0;"2017-04-24 10:30:00";"2017-04-24 22:30:00";"2017-04-26 01:30:00";1230.0;550.0;300.0;-60.0;120.0;103.0;1.0;8.1;4266.0;1.0;1.0;1.0;15.0;103.0;0.0;2.0;4366.0
"2017-04-28 15:31:35+02:00";"HA61";"2017-04-27 22:30:00";0.0;"";"2017-04-27 09:00:00";2.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;"Hond uitlaten, tv, muziek luisteren";0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-27 22:30:00";3697.0;1.0;8.1;4.0;0.0;"2017-04-27 15:31:35+02:00";3.0;0.0;0.0;0.0;0.0;"1:00:00";570.0;185.0;195.0;15.0;1960.0;1410.0;1110.0;2.0;2.0;1.0;5.0;4.0;2.0;5.0;3.0;3.0;4.0;3.0;2.0;7.0;5.0;2.0;0.0;0.0;0.0;8.0;6.0;4.0;24.0;16.0;8.0;-10.0;180.0;15.0;8.0;8.0;4.0;"2017-04-24 22:30:00";"2017-04-26 01:30:00";"2017-04-26 22:15:00";550.0;300.0;540.0;-90.0;0.0;43.5;1.0;8.1;3697.0;1.0;2.0;2.0;0.0;43.5;0.0;3.0;3735.5
"2017-04-10 21:17:41+02:00";"he46";"2017-04-10 00:00:00";1.0;"niet willen slapen";"2017-04-09 07:00:00";1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;3.0;3.0;"tv kijken en computeren";0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;NaT;10193.0;11.0;12.5;4.0;0.0;"2017-04-09 21:17:41+02:00";6.0;nan;nan;nan;nan;"0:30:00";390.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;90.0;nan;nan;3.0;12.5;10193.0;0.0;1.0;1.0;0;0;-25.0;1.0;10166.0
"2017-04-11 23:09:55+02:00";"he46";"2017-04-10 23:00:00";0.0;"";"2017-04-10 07:45:00";1.0;0.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;"uit eten en radio luisteren";0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;"2017-04-11 00:00:00";9424.0;6.0;1.9;2.0;0.0;"2017-04-10 23:09:55+02:00";0.0;-60.0;0.0;0.0;0.0;"0:30:00";495.0;nan;nan;nan;nan;nan;885.0;nan;nan;0.0;nan;nan;2.0;nan;nan;3.0;nan;nan;4.0;nan;nan;3.0;nan;nan;0.0;nan;nan;0.0;nan;nan;6.0;nan;nan;nan;nan;nan;4.0;nan;nan;"2017-04-10 00:00:00";nan;nan;390.0;-15.0;nan;nan;0.0;1.9;9424.0;1.0;1.0;2.0;0.0;0;1.9;2.0;9421.9
"2017-04-12 09:50:50+02:00";"he46";"2017-04-12 00:00:00";1.0;"tv kijken";"2017-04-11 07:00:00";1.0;0.0;1.0;0.0;1.0;2.0;0.0;2.0;2.0;3.0;"tv kijken en studeren";0.0;2.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;"2017-04-11 23:30:00";6061.0;3.0;1.6;10.0;0.0;"2017-04-11 09:50:50+02:00";1.0;30.0;30.0;2.0;1.0;"0:30:00";390.0;nan;nan;-30.0;nan;1275.0;885.0;nan;0.0;0.0;nan;3.0;2.0;nan;5.0;4.0;nan;6.0;3.0;nan;6.0;3.0;nan;2.0;2.0;nan;0.0;0.0;nan;16.0;12.0;nan;nan;-60.0;nan;4.0;2.0;nan;"2017-04-10 00:00:00";"2017-04-10 23:00:00";nan;390.0;495.0;90.0;nan;nan;3.0;1.6;6061.0;0.0;2.0;2.0;30.0;0;-3.2;2.0;6053.8
"2017-04-13 09:50:20+02:00";"HE46";"2017-04-12 23:30:00";1.0;"voetbal kijken";"2017-04-12 06:30:00";1.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;3.0;3.0;"studeren, tv kijken, computeren";0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;"2017-04-12 23:00:00";9072.0;7.0;0.1;3.0;1.0;"2017-04-12 09:50:20+02:00";2.0;30.0;30.0;2.0;1.0;"0:30:00";390.0;nan;0.0;60.0;1665.0;1275.0;780.0;1.0;1.0;1.0;4.0;3.0;2.0;6.0;5.0;3.0;9.0;6.0;5.0;9.0;6.0;6.0;2.0;2.0;2.0;0.0;0.0;0.0;19.0;15.0;13.0;nan;-60.0;30.0;4.0;2.0;10.0;"2017-04-10 00:00:00";"2017-04-10 23:00:00";"2017-04-12 00:00:00";390.0;495.0;390.0;90.0;255.0;33.0;3.0;0.1;9072.0;0.0;2.0;1.0;30.0;33.0;-0.2;2.0;9101.8
"2017-04-14 08:23:12+02:00";"he46";"2017-04-13 23:15:00";0.0;"";"2017-04-13 06:30:00";2.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;3.0;3.0;"voetbal kijken en computeren";0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-13 23:00:00";14043.0;18.0;6.6;2.0;0.0;"2017-04-13 08:23:12+02:00";3.0;15.0;15.0;1.0;1.0;"1:00:00";375.0;15.0;75.0;45.0;1650.0;1155.0;765.0;2.0;2.0;2.0;4.0;3.0;2.0;6.0;4.0;2.0;9.0;8.0;6.0;9.0;9.0;6.0;2.0;2.0;0.0;0.0;0.0;0.0;17.0;15.0;5.0;-60.0;30.0;30.0;2.0;10.0;3.0;"2017-04-10 23:00:00";"2017-04-12 00:00:00";"2017-04-12 23:30:00";495.0;390.0;390.0;105.0;270.0;36.0;3.0;6.6;14043.0;0.0;2.0;1.0;15.0;36.0;-13.2;2.0;14062.8
"2017-04-15 00:03:31+02:00";"he46";"2017-04-15 01:00:00";1.0;"rusteloos";"2017-04-14 07:15:00";2.0;0.0;0.0;0.0;2.0;1.0;3.0;2.0;3.0;3.0;"tv kijken  en computeren";0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;"2017-04-14 23:30:00";15292.0;12.0;0.6;4.0;0.0;"2017-04-14 00:03:31+02:00";4.0;90.0;90.0;6.0;3.0;"1:00:00";315.0;165.0;135.0;105.0;1470.0;1080.0;690.0;2.0;2.0;1.0;3.0;2.0;1.0;5.0;3.0;2.0;11.0;9.0;6.0;12.0;9.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;19.0;9.0;6.0;30.0;30.0;15.0;10.0;3.0;2.0;"2017-04-12 00:00:00";"2017-04-12 23:30:00";"2017-04-13 23:15:00";390.0;390.0;375.0;165.0;450.0;103.5;3.0;0.6;15292.0;3.0;2.0;1.0;90.0;103.5;-1.2;5.0;15388.3
"2017-04-16 10:40:24+02:00";"he46";"2017-04-16 00:30:00";0.0;"tv kijken";"2017-04-15 09:00:00";1.0;0.0;2.0;1.0;3.0;1.0;0.0;3.0;2.0;3.0;"tv kijken en computeren";0.0;2.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;"2017-04-16 00:30:00";13163.0;14.0;6.8;8.0;0.0;"2017-04-15 10:40:24+02:00";5.0;0.0;0.0;0.0;0.0;"0:30:00";480.0;135.0;105.0;90.0;1560.0;1170.0;795.0;2.0;1.0;0.0;4.0;3.0;2.0;4.0;3.0;2.0;11.0;8.0;5.0;12.0;9.0;6.0;2.0;2.0;2.0;0.0;0.0;0.0;17.0;14.0;12.0;30.0;15.0;90.0;3.0;2.0;4.0;"2017-04-12 23:30:00";"2017-04-13 23:15:00";"2017-04-15 01:00:00";390.0;375.0;315.0;0.0;360.0;48.0;3.0;6.8;13163.0;0.0;3.0;1.0;0.0;48.0;-13.6;3.0;13193.4
"2017-04-17 09:37:56+02:00";"he46";"2017-04-17 01:30:00";1.0;"moest werk afmaken";"2017-04-16 08:30:00";1.0;1.0;0.0;1.0;0.0;2.0;1.0;3.0;3.0;3.0;"werken achter de pc";0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;"2017-04-17 00:00:00";5937.0;3.0;8.6;4.0;0.0;"2017-04-16 09:37:56+02:00";6.0;90.0;90.0;6.0;3.0;"0:30:00";390.0;195.0;180.0;90.0;1560.0;1185.0;870.0;2.0;1.0;1.0;3.0;2.0;2.0;5.0;4.0;3.0;11.0;8.0;5.0;12.0;9.0;6.0;2.0;2.0;2.0;0.0;0.0;0.0;18.0;16.0;12.0;15.0;90.0;0.0;2.0;4.0;8.0;"2017-04-13 23:15:00";"2017-04-15 01:00:00";"2017-04-16 00:30:00";375.0;315.0;480.0;90.0;360.0;108.0;3.0;8.6;5937.0;1.0;3.0;2.0;90.0;108.0;-17.2;4.0;6021.8
"2017-04-18 11:40:54+02:00";"he46";"2017-04-18 00:15:00";1.0;"tv kijken";"2017-04-17 09:00:00";1.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;2.0;3.0;"tv kijken en computeren";0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;"2017-04-18 00:00:00";7647.0;8.0;7.6;6.0;0.0;"2017-04-17 11:40:54+02:00";0.0;15.0;15.0;1.0;1.0;"0:30:00";495.0;195.0;105.0;105.0;1680.0;1365.0;885.0;1.0;1.0;1.0;2.0;2.0;0.0;6.0;5.0;4.0;10.0;7.0;5.0;12.0;9.0;6.0;2.0;2.0;0.0;0.0;0.0;0.0;22.0;18.0;10.0;90.0;0.0;90.0;4.0;8.0;4.0;"2017-04-15 01:00:00";"2017-04-16 00:30:00";"2017-04-17 01:30:00";315.0;480.0;390.0;-15.0;240.0;60.0;3.0;7.6;7647.0;1.0;2.0;2.0;15.0;60.0;-15.2;3.0;7686.8
"2017-04-19 22:39:32+02:00";"he46";"2017-04-19 00:15:00";1.0;"tv kijken ";"2017-04-18 08:30:00";1.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;3.0;3.0;"tv kijken en computeren";0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;"2017-04-19 00:00:00";11946.0;19.0;6.3;6.0;0.0;"2017-04-18 22:39:32+02:00";1.0;15.0;15.0;1.0;1.0;"0:30:00";465.0;120.0;120.0;30.0;1830.0;1350.0;960.0;1.0;1.0;0.0;2.0;0.0;0.0;6.0;5.0;3.0;10.0;8.0;5.0;12.0;9.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;24.0;16.0;12.0;0.0;90.0;15.0;8.0;4.0;6.0;"2017-04-16 00:30:00";"2017-04-17 01:30:00";"2017-04-18 00:15:00";480.0;390.0;495.0;15.0;90.0;40.5;3.0;6.3;11946.0;0.0;2.0;1.0;15.0;40.5;-12.6;2.0;11970.9
"2017-04-20 13:33:26+02:00";"HE46";"2017-04-20 02:00:00";1.0;"borrelen met vrienden";"2017-04-19 09:00:00";0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;3.0;0.0;"kletsen met vrienden";0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;"2017-04-19 23:30:00";7899.0;9.0;5.1;2.0;0.0;"2017-04-19 13:33:26+02:00";2.0;150.0;150.0;10.0;3.0;"0:15:00";405.0;270.0;180.0;165.0;1755.0;1365.0;870.0;1.0;0.0;0.0;1.0;1.0;1.0;7.0;5.0;3.0;11.0;8.0;6.0;9.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;14.0;8.0;90.0;15.0;15.0;4.0;6.0;6.0;"2017-04-17 01:30:00";"2017-04-18 00:15:00";"2017-04-19 00:15:00";390.0;495.0;465.0;75.0;165.0;160.5;0.0;5.1;7899.0;0.0;0.0;2.0;150.0;160.5;5.1;0.0;8062.6
"2017-04-21 21:23:50+02:00";"he46";"2017-04-21 01:00:00";1.0;"gevierd dat ik mijn scriptie had ingeleverd";"2017-04-20 06:30:00";2.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;3.0;0.0;"kletsen met vrienden";0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;"2017-04-20 23:00:00";3962.0;4.0;9.8;2.0;0.0;"2017-04-20 21:23:50+02:00";3.0;120.0;120.0;8.0;3.0;"1:00:00";270.0;300.0;285.0;270.0;1635.0;1140.0;675.0;1.0;1.0;1.0;2.0;2.0;2.0;6.0;4.0;3.0;11.0;9.0;6.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;10.0;4.0;15.0;15.0;150.0;6.0;6.0;2.0;"2017-04-18 00:15:00";"2017-04-19 00:15:00";"2017-04-20 02:00:00";495.0;465.0;405.0;210.0;285.0;198.0;0.0;9.8;3962.0;1.0;0.0;1.0;120.0;198.0;9.8;1.0;4167.8
"2017-04-22 20:44:05+02:00";"he46";"2017-04-22 00:00:00";0.0;"werken";"2017-04-21 07:20:00";2.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;3.0;3.0;"computeren";0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;"2017-04-21 23:30:00";9057.0;7.0;1.1;4.0;0.0;"2017-04-21 20:44:05+02:00";4.0;30.0;30.0;2.0;1.0;"1:00:00";380.0;315.0;300.0;150.0;1520.0;1055.0;650.0;2.0;2.0;2.0;2.0;2.0;1.0;6.0;5.0;3.0;12.0;9.0;6.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;8.0;6.0;15.0;150.0;120.0;6.0;2.0;2.0;"2017-04-19 00:15:00";"2017-04-20 02:00:00";"2017-04-21 01:00:00";465.0;405.0;270.0;100.0;400.0;120.0;3.0;1.1;9057.0;0.0;2.0;2.0;30.0;120.0;-2.2;2.0;9170.8
"2017-04-23 22:43:23+02:00";"he46";"2017-04-23 00:00:00";1.0;"werken";"2017-04-22 06:30:00";2.0;1.0;0.0;0.0;1.0;2.0;1.0;2.0;3.0;1.0;"computeren";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-22 23:30:00";3200.0;2.0;6.9;0.0;0.0;"2017-04-22 22:43:23+02:00";5.0;30.0;30.0;2.0;1.0;"1:00:00";330.0;330.0;180.0;60.0;1385.0;980.0;710.0;3.0;3.0;2.0;2.0;1.0;0.0;7.0;5.0;4.0;12.0;9.0;6.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;6.0;4.0;150.0;120.0;30.0;2.0;2.0;4.0;"2017-04-20 02:00:00";"2017-04-21 01:00:00";"2017-04-22 00:00:00";405.0;270.0;380.0;150.0;535.0;69.0;1.0;6.9;3200.0;1.0;2.0;2.0;30.0;69.0;0.0;3.0;3264.0
"2017-04-24 19:30:34+02:00";"he46";"2017-04-24 01:00:00";0.0;"";"2017-04-23 08:00:00";1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;0.0;"feestje gevierd";0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;"2017-04-23 23:30:00";6484.0;4.0;9.7;2.0;0.0;"2017-04-23 19:30:34+02:00";6.0;90.0;90.0;6.0;3.0;"0:30:00";390.0;270.0;150.0;120.0;1370.0;1100.0;720.0;3.0;2.0;1.0;1.0;0.0;0.0;6.0;5.0;3.0;12.0;9.0;6.0;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;6.0;2.0;120.0;30.0;30.0;2.0;4.0;0.0;"2017-04-21 01:00:00";"2017-04-22 00:00:00";"2017-04-23 00:00:00";270.0;380.0;330.0;90.0;550.0;111.0;0.0;9.7;6484.0;0.0;0.0;1.0;90.0;111.0;9.7;0.0;6603.7
"2017-04-25 21:17:13+02:00";"he46";"2017-04-24 23:30:00";0.0;"";"2017-04-24 07:00:00";2.0;0.0;1.0;1.0;1.0;2.0;1.0;2.0;3.0;3.0;"tv kijken";0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;"2017-04-25 00:00:00";5363.0;1.0;2.4;2.0;0.0;"2017-04-24 21:17:13+02:00";0.0;-30.0;0.0;0.0;0.0;"1:00:00";390.0;120.0;90.0;60.0;1490.0;1110.0;780.0;2.0;1.0;0.0;1.0;1.0;1.0;7.0;5.0;3.0;12.0;9.0;6.0;7.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;4.0;4.0;30.0;30.0;90.0;4.0;0.0;2.0;"2017-04-22 00:00:00";"2017-04-23 00:00:00";"2017-04-24 01:00:00";380.0;330.0;390.0;90.0;430.0;21.0;3.0;2.4;5363.0;1.0;2.0;2.0;0.0;21.0;-4.8;3.0;5374.2
"2017-04-10 10:00:40+02:00";"MJ87";"2017-04-09 23:45:00";1.0;"Ik wilde nog een extra hoofdstuk lezen";"2017-04-09 08:20:00";0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;3.0;"tv kijken, lezen";0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;NaT;5244.0;2.0;12.3;5.0;1.0;"2017-04-09 10:00:40+02:00";6.0;nan;nan;nan;nan;"0:15:00";500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;-20.0;nan;nan;3.0;12.3;5244.0;0.0;1.0;1.0;0;0;-24.6;1.0;5217.4
"2017-04-11 09:56:16+02:00";"MJ87";"2017-04-10 23:30:00";1.0;"";"2017-04-10 08:00:00";1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;3.0;2.0;"kletsen, smartphone";0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-10 23:30:00";3687.0;1.0;6.2;2.0;0.0;"2017-04-10 09:56:16+02:00";0.0;0.0;0.0;0.0;0.0;"0:30:00";480.0;nan;nan;nan;nan;nan;980.0;nan;nan;0.0;nan;nan;0.0;nan;nan;3.0;nan;nan;5.0;nan;nan;5.0;nan;nan;2.0;nan;nan;0.0;nan;nan;7.0;nan;nan;nan;nan;nan;5.0;nan;nan;"2017-04-09 23:45:00";nan;nan;500.0;0.0;nan;nan;2.0;6.2;3687.0;0.0;1.0;2.0;0.0;0;-6.2;1.0;3677.8
"2017-04-12 15:47:02+02:00";"MJ87";"2017-04-11 23:45:00";1.0;"Nog even willen appen met iemand";"2017-04-11 08:15:00";1.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;3.0;"gamen, tv, lezen, appen";0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;"2017-04-11 23:30:00";14568.0;16.0;10.3;6.0;0.0;"2017-04-11 15:47:02+02:00";1.0;15.0;15.0;1.0;1.0;"0:30:00";480.0;nan;nan;15.0;nan;1460.0;960.0;nan;1.0;1.0;nan;0.0;0.0;nan;5.0;4.0;nan;6.0;4.0;nan;8.0;5.0;nan;2.0;0.0;nan;0.0;0.0;nan;13.0;8.0;nan;nan;0.0;nan;5.0;2.0;nan;"2017-04-09 23:45:00";"2017-04-10 23:30:00";nan;500.0;480.0;0.0;nan;nan;3.0;10.3;14568.0;0.0;1.0;2.0;15.0;0;-20.6;1.0;14544.4
"2017-04-13 18:33:28+02:00";"MJ87";"2017-04-13 00:45:00";0.0;"";"2017-04-12 09:15:00";0.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;2.0;2.0;"cafe, bus";0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;"2017-04-13 01:00:00";5928.0;5.0;0.9;6.0;2.0;"2017-04-12 18:33:28+02:00";2.0;-15.0;0.0;0.0;0.0;"0:15:00";495.0;nan;0.0;0.0;1955.0;1455.0;975.0;1.0;1.0;1.0;1.0;1.0;1.0;7.0;6.0;4.0;8.0;6.0;3.0;10.0;7.0;5.0;3.0;1.0;1.0;0.0;0.0;0.0;19.0;14.0;12.0;nan;0.0;15.0;5.0;2.0;6.0;"2017-04-09 23:45:00";"2017-04-10 23:30:00";"2017-04-11 23:45:00";500.0;480.0;480.0;-15.0;0.0;0.0;2.0;0.9;5928.0;1.0;0.0;2.0;0.0;0.0;-0.9;1.0;5924.1
"2017-04-14 13:20:19+02:00";"MJ87";"2017-04-14 00:15:00";0.0;"";"2017-04-13 09:45:00";1.0;0.0;1.0;1.0;2.0;2.0;0.0;2.0;1.0;3.0;"Gamen";0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;"2017-04-14 01:00:00";3953.0;3.0;6.6;4.0;2.0;"2017-04-13 13:20:19+02:00";3.0;-45.0;0.0;0.0;0.0;"0:30:00";540.0;-45.0;-45.0;-60.0;1995.0;1515.0;1035.0;1.0;1.0;0.0;2.0;2.0;2.0;8.0;6.0;4.0;7.0;4.0;3.0;10.0;8.0;5.0;2.0;2.0;2.0;0.0;0.0;0.0;18.0;16.0;10.0;0.0;15.0;-15.0;2.0;6.0;6.0;"2017-04-10 23:30:00";"2017-04-11 23:45:00";"2017-04-13 00:45:00";480.0;480.0;495.0;-60.0;0.0;0.0;3.0;6.6;3953.0;0.0;2.0;2.0;0.0;0.0;-13.2;2.0;3935.8
"2017-04-15 10:45:45+02:00";"MJ87";"2017-04-15 01:00:00";1.0;"het was nog gezellig";"2017-04-14 07:50:00";1.0;0.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;3.0;"gamen, bankhangen";0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;"2017-04-14 23:30:00";8599.0;6.0;4.8;4.0;0.0;"2017-04-14 10:45:45+02:00";4.0;90.0;90.0;6.0;3.0;"0:30:00";380.0;45.0;30.0;45.0;1895.0;1415.0;920.0;1.0;0.0;0.0;3.0;3.0;2.0;8.0;6.0;4.0;5.0;4.0;2.0;11.0;8.0;6.0;4.0;4.0;3.0;0.0;0.0;0.0;20.0;14.0;8.0;15.0;-15.0;-45.0;6.0;6.0;4.0;"2017-04-11 23:45:00";"2017-04-13 00:45:00";"2017-04-14 00:15:00";480.0;495.0;540.0;100.0;100.0;64.5;3.0;4.8;8599.0;1.0;1.0;2.0;90.0;64.5;-9.6;2.0;8649.9
