bed_time,late,wake_time,sleep_transition,sleep_struggle,night_wake,wake_earlier,wake_earlier_problem,sleep_quality,physical_activity,mental_digital_activity,social_activity,light,temptation_smoking,temptation_eating,temptation_chat,temptation_coffee,temptation_social_media,temptation_internet,temptation_tv,temptation_alcohol,temptation_soft_drink,temptation_cleaning,temptation_shopping,temptation_other,steps,sun_hours,temptation_score,ego_depletion,day_of_week,procrastination_minutes,procrastination_minutes_positive,procrastination_minutes_positive_15by15,sleep_transition_minutes_estimated,sleep_minutes,procrastination_minutes_four_day_cumulative_history,procrastination_minutes_three_day_cumulative_history,procrastination_minutes_two_day_cumulative_history,sleep_struggle_four_day_cumulative_history,sleep_struggle_three_day_cumulative_history,sleep_struggle_two_day_cumulative_history,night_wake_four_day_cumulative_history,night_wake_three_day_cumulative_history,night_wake_two_day_cumulative_history,sleep_quality_four_day_cumulative_history,sleep_quality_three_day_cumulative_history,sleep_quality_two_day_cumulative_history,social_activity_four_day_cumulative_history,social_activity_three_day_cumulative_history,social_activity_two_day_cumulative_history,light_four_day_cumulative_history,light_three_day_cumulative_history,light_two_day_cumulative_history,temptation_eating_four_day_cumulative_history,temptation_eating_three_day_cumulative_history,temptation_eating_two_day_cumulative_history,temptation_coffee_four_day_cumulative_history,temptation_coffee_three_day_cumulative_history,temptation_coffee_two_day_cumulative_history,temptation_score_four_day_cumulative_history,temptation_score_three_day_cumulative_history,temptation_score_two_day_cumulative_history,procrastination_minutes_three_days_ago,procrastination_minutes_two_days_ago,procrastination_minutes_one_days_ago,temptation_score_three_days_ago,temptation_score_two_days_ago,temptation_score_one_days_ago,bed_time_three_days_ago,bed_time_two_days_ago,bed_time_one_days_ago,sleep_deficit_change,sleep_deficit_minutes,consent,sex,age,edu,timezone_change,sleep_disorder,nightshift,psy_disorder,wake,young_kids,partn,bptrt_1,bptrt_2,bptrt_3,bptrt_4,bptrt_5,bptrt_6,bptrt_7,bptrt_8,bptrt_9,ats_1,atbr_1,sq_1,sq_2,sq_3,sq_4,sq_5,sq_6,atbr_2,atbr_3,ats_2,ats_3,chron_1,chron_2,chron_3,chron_4,chron_5,chron_6,chron_7,chron_8,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,bptrt_score,ats_score,atbr_score,sq_score,chron_score,sc_score,id,questionnaire_timestamp,late_reason,presleep_description,bed_time_plan_aligned,date
15/04/2017 21:15,0,15/04/2017 06:15,0,0,2,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8149,4.7,0,0,5,15,15,1,00:15:00,525,135,120,120,0,0,0,5,4,3,9,6,3,8,5,4,6,6,3,0,0,0,0,0,0,2,0,0,15,0,105,2,0,0,12/04/2017 21:15,13/04/2017 22:00,14/04/2017 23:15,-45,35,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,0,0,0,0,1,0,0,0,2,-2,-4,-4,-3,3,-2,3,-3,-1,2,-2,-3,-13,-7,0,-3,1,-14,EM11,2017-04-16 07:00:48+02:00,,"Koken, eten, wandelen, lezen",15/04/2017 21:00,2017-04-15 07:00:48+02:00
16/04/2017 22:00,0,16/04/2017 06:30,0,0,0,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7739,3.4,0,0,6,60,60,4,00:15:00,495,180,180,75,0,0,0,4,3,2,8,5,3,8,7,5,6,3,0,0,0,0,0,0,0,0,0,0,0,105,15,0,0,0,13/04/2017 22:00,14/04/2017 23:15,15/04/2017 21:15,-15,0,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,0,0,0,0,1,0,0,0,2,-2,-4,-4,-3,3,-2,3,-3,-1,2,-2,-3,-13,-7,0,-3,1,-14,EM11,2017-04-17 07:18:49+02:00,,"Zakelijke gesprekken, eten, sociaal",16/04/2017 21:00,2017-04-16 07:18:49+02:00
17/04/2017 22:15,1,17/04/2017 06:10,0,0,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6492,7.4,0,0,0,45,45,3,00:15:00,460,225,120,105,0,0,0,4,3,1,7,5,4,8,6,4,4,1,1,0,0,0,0,0,0,0,0,0,105,15,60,0,0,0,14/04/2017 23:15,15/04/2017 21:15,16/04/2017 22:00,20,40,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,0,0,0,0,1,0,0,0,2,-2,-4,-4,-3,3,-2,3,-3,-1,2,-2,-3,-13,-7,0,-3,1,-14,EM11,2017-04-18 07:05:45+02:00,Vrijen;),"Koken, opruimen, lezen, praten, vrijen",17/04/2017 21:30,2017-04-17 07:05:45+02:00
18/04/2017 22:00,1,18/04/2017 06:30,0,1,0,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8606,9.2,0,0,1,30,30,2,00:15:00,495,150,135,75,1,1,1,3,1,1,8,7,5,8,6,3,2,2,2,0,0,0,0,0,0,0,0,0,15,60,45,0,0,0,15/04/2017 21:15,16/04/2017 22:00,17/04/2017 22:15,-15,5,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,0,0,0,0,1,0,0,0,2,-2,-4,-4,-3,3,-2,3,-3,-1,2,-2,-3,-13,-7,0,-3,1,-14,EM11,2017-04-19 13:50:06+02:00,Bad,"Eten, opruimen, wandelen, tandarts, bad",18/04/2017 21:30,2017-04-18 13:50:06+02:00
19/04/2017 21:30,0,19/04/2017 06:10,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2544,7.1,0,0,2,0,0,0,00:15:00,505,135,75,30,1,1,1,1,1,0,10,8,6,7,4,3,2,2,1,0,0,0,0,0,0,0,0,0,60,45,30,0,0,0,16/04/2017 22:00,17/04/2017 22:15,18/04/2017 22:00,-25,0,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,0,0,0,0,1,0,0,0,2,-2,-4,-4,-3,3,-2,3,-3,-1,2,-2,-3,-13,-7,0,-3,1,-14,EM11,2017-04-20 11:08:22+02:00,,"Sociaal, winkelen, eten, huishouden, lezen",19/04/2017 21:30,2017-04-19 11:08:22+02:00
21/04/2017 01:00,1,20/04/2017 07:00,0,0,1,1,3,1,2,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,20491,12.3,2,0,3,120,120,8,00:15:00,345,195,150,120,1,1,0,2,1,1,9,7,4,5,4,2,5,4,3,0,0,0,0,0,0,2,2,2,45,30,0,0,0,0,17/04/2017 22:15,18/04/2017 22:00,19/04/2017 21:30,135,135,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,0,0,0,0,1,0,0,0,2,-2,-4,-4,-3,3,-2,3,-3,-1,2,-2,-3,-13,-7,0,-3,1,-14,EM11,2017-04-21 07:59:14+02:00,Soul party,"Dansen, drinken, fietsen",20/04/2017 23:00,2017-04-20 07:59:14+02:00
21/04/2017 21:15,1,21/04/2017 06:20,1,1,2,1,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8714,0.4,0,0,4,15,15,1,00:30:00,515,165,135,135,2,1,1,3,3,3,7,4,1,6,4,3,5,4,4,0,0,0,0,0,0,2,2,2,30,0,120,0,0,2,18/04/2017 22:00,19/04/2017 21:30,21/04/2017 01:00,-35,100,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,0,0,0,0,1,0,0,0,2,-2,-4,-4,-3,3,-2,3,-3,-1,2,-2,-3,-13,-7,0,-3,1,-14,EM11,2017-04-22 13:19:46+02:00,Vakantie planning,"Wandelen, eten, huishouden, computer",21/04/2017 21:00,2017-04-21 13:19:46+02:00
22/04/2017 21:15,1,22/04/2017 06:00,0,0,0,0,0,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15697,7.8,0,0,5,15,15,1,00:15:00,510,150,150,30,1,1,1,3,3,2,7,4,3,6,5,4,5,5,2,0,0,0,0,0,0,2,2,0,0,120,15,0,2,0,19/04/2017 21:30,21/04/2017 01:00,21/04/2017 21:15,-30,45,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,0,0,0,0,1,0,0,0,2,-2,-4,-4,-3,3,-2,3,-3,-1,2,-2,-3,-13,-7,0,-3,1,-14,EM11,2017-04-23 11:56:03+02:00,Voorbereiding vakantie,"Eten, huishouden, wandelen, computer, vakantie voorbereidingen",22/04/2017 21:00,2017-04-22 11:56:03+02:00
23/04/2017 23:00,1,23/04/2017 07:00,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6879,5.5,0,0,6,60,60,4,00:15:00,465,210,90,75,1,1,0,3,2,0,7,6,6,8,7,5,5,2,1,0,0,0,0,0,0,2,0,0,120,15,15,2,0,0,21/04/2017 01:00,21/04/2017 21:15,22/04/2017 21:15,15,85,1,1,44,3,0,0,0,0,1,0,1,1,-4,-4,1,0,1,-4,0,-4,0,0,0,0,0,0,1,-4,0,0,-3,-4,0,0,0,0,1,0,0,0,2,-2,-4,-4,-3,3,-2,3,-3,-1,2,-2,-3,-13,-7,0,-3,1,-14,EM11,2017-04-24 11:09:48+02:00,vrijen:) de laatste keer voor we het klooster in gaan:(,"Wandelen, bad, seks",23/04/2017 22:00,2017-04-23 11:09:48+02:00
09/04/2017 23:15,0,09/04/2017 07:30,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4309,12.3,0,0,6,,,,00:30:00,465,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,15,15,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-04-10 21:53:22+02:00,,"wandelen, bad, TV",NaT,2017-04-09 21:53:22+02:00
10/04/2017 22:00,0,10/04/2017 07:30,0,0,1,1,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19412,5.3,0,0,0,-120,0,0,00:15:00,555,-120,-120,-120,0,0,0,1,1,1,3,3,3,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,,,,,,0,,,09/04/2017 23:15,-75,0,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-04-11 21:58:21+02:00,,"bad, massage, sex",11/04/2017 00:00,2017-04-10 21:58:21+02:00
11/04/2017 22:15,0,11/04/2017 07:30,1,0,1,1,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1785,8.6,0,0,1,-45,0,0,00:30:00,525,-165,-165,-165,0,0,0,2,2,2,4,4,2,6,6,4,5,5,3,0,0,0,0,0,0,0,0,0,,,-120,,0,0,,09/04/2017 23:15,10/04/2017 22:00,-45,0,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-04-12 17:22:12+02:00,,"eten, film kijken, ebook lezen",11/04/2017 23:00,2017-04-11 17:22:12+02:00
12/04/2017 22:15,0,12/04/2017 07:15,2,0,1,0,0,3,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,10256,0.9,2,0,2,15,15,1,01:00:00,480,-150,-150,-30,0,0,0,3,3,2,7,5,4,7,5,3,5,3,3,0,0,0,0,0,0,2,2,2,,-120,-45,0,0,0,09/04/2017 23:15,10/04/2017 22:00,11/04/2017 22:15,0,0,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-04-13 07:40:53+02:00,,"eten, fietsen, bezoek",12/04/2017 22:00,2017-04-12 07:40:53+02:00
14/04/2017 00:00,1,13/04/2017 09:15,0,0,2,1,1,2,1,2,2,3,0,0,0,0,0,0,0,2,0,0,0,0,5644,7.7,2,0,3,60,60,4,00:15:00,540,-90,30,75,0,0,0,5,4,3,7,6,5,7,5,3,6,6,3,0,0,0,0,0,0,4,4,4,-120,-45,15,0,0,2,10/04/2017 22:00,11/04/2017 22:15,12/04/2017 22:15,-60,0,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-04-14 11:19:12+02:00,TV,"studie, TV",13/04/2017 23:00,2017-04-13 11:19:12+02:00
15/04/2017 00:00,1,14/04/2017 07:00,0,0,0,0,0,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8838,2.4,0,0,4,60,60,4,00:15:00,405,90,135,120,0,0,0,4,3,2,8,7,4,7,5,4,9,6,6,0,0,0,0,0,0,4,4,2,-45,15,60,0,2,2,11/04/2017 22:15,12/04/2017 22:15,14/04/2017 00:00,75,75,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-04-15 07:31:35+02:00,TV,"Studie, TV",14/04/2017 23:00,2017-04-14 07:31:35+02:00
16/04/2017 00:15,1,15/04/2017 08:30,1,1,1,1,1,1,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,4596,4.7,6,0,5,75,75,5,00:30:00,465,210,195,135,1,1,1,4,3,1,8,5,3,7,6,4,8,8,5,2,2,2,0,0,0,10,8,6,15,60,60,2,2,0,12/04/2017 22:15,14/04/2017 00:00,15/04/2017 00:00,15,90,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-04-16 12:25:19+02:00,TV,"Studie, TV",15/04/2017 23:00,2017-04-15 12:25:19+02:00
17/04/2017 01:30,1,16/04/2017 08:00,0,0,1,0,0,2,2,1,2,3,0,0,0,0,0,0,0,2,0,0,0,0,14091,3.4,2,0,6,90,90,6,00:15:00,375,285,225,165,1,1,1,4,2,2,7,5,3,8,6,4,11,8,5,2,2,2,0,0,0,10,8,8,60,60,75,2,0,6,14/04/2017 00:00,15/04/2017 00:00,16/04/2017 00:15,105,135,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-04-17 11:58:03+02:00,feest,"dansen, fietsen",17/04/2017 00:00,2017-04-16 11:58:03+02:00
17/04/2017 23:15,0,17/04/2017 08:30,1,1,2,1,2,1,0,2,2,3,0,0,0,0,0,0,0,2,0,0,0,0,2467,7.4,2,0,0,15,15,1,00:30:00,525,240,180,105,2,2,1,4,4,3,6,4,3,8,6,4,11,8,6,2,2,0,0,0,0,10,10,4,60,75,90,0,6,2,15/04/2017 00:00,16/04/2017 00:15,17/04/2017 01:30,-45,150,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-04-18 08:47:49+02:00,,"administratie, studie, TV",17/04/2017 23:00,2017-04-17 08:47:49+02:00
19/04/2017 00:00,1,18/04/2017 07:00,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,2,0,2,0,0,0,2,3942,9.2,6,0,1,60,60,4,00:15:00,405,240,165,75,2,1,1,4,3,2,6,5,3,8,6,4,11,9,6,2,0,0,0,0,0,16,10,8,75,90,15,6,2,2,16/04/2017 00:15,17/04/2017 01:30,17/04/2017 23:15,75,150,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-04-19 23:00:22+02:00,TV,"eten, TV, PC",18/04/2017 23:00,2017-04-18 23:00:22+02:00
20/04/2017 00:00,1,19/04/2017 08:00,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,6841,7.1,2,0,2,30,30,2,00:15:00,465,195,105,90,1,1,0,3,2,0,7,5,4,6,4,2,11,8,5,0,0,0,0,0,0,12,10,8,90,15,60,2,2,6,17/04/2017 01:30,17/04/2017 23:15,19/04/2017 00:00,15,150,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-04-20 11:39:48+02:00,mail,"bad, sex, mail",19/04/2017 23:30,2017-04-19 11:39:48+02:00
20/05/2017 21:30,0,20/05/2017 07:30,0,0,0,0,0,3,1,1,1,3,0,0,0,0,0,0,2,2,0,0,0,2,5599,12.3,6,0,5,-150,0,0,00:15:00,585,-45,-60,-120,1,0,0,2,0,0,8,7,5,5,3,1,11,8,5,0,0,0,0,0,0,16,14,8,15,60,30,2,6,2,17/04/2017 23:15,19/04/2017 00:00,20/04/2017 00:00,-105,0,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-05-21 09:32:32+02:00,,"wandelen, tv, pc",21/05/2017 00:00,2017-05-20 09:32:32+02:00
21/05/2017 22:30,1,21/05/2017 07:00,0,0,1,0,0,2,1,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0,9176,0.4,2,0,6,30,30,2,00:15:00,495,-30,-90,-120,0,0,0,1,1,1,9,7,5,4,2,2,11,8,6,0,0,0,0,0,0,16,10,8,60,30,-150,6,2,6,19/04/2017 00:00,20/04/2017 00:00,20/05/2017 21:30,-15,0,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-05-22 09:35:21+02:00,,"eten, tv, pc",21/05/2017 22:00,2017-05-21 09:35:21+02:00
23/05/2017 01:00,1,22/05/2017 08:00,1,1,2,1,2,0,0,2,1,3,0,0,0,0,0,2,0,2,2,0,0,0,3981,7.8,6,0,0,120,120,8,00:30:00,390,30,0,150,1,1,1,3,3,3,7,5,2,3,3,2,11,9,6,0,0,0,0,0,0,16,14,8,30,-150,30,2,6,2,20/04/2017 00:00,20/05/2017 21:30,21/05/2017 22:30,90,90,1,0,51,4,0,0,0,0,0,0,0,2,-3,-3,1,1,1,-2,1,-3,1,1,0,1,3,1,1,-2,1,1,-1,-1,-1,1,2,-3,1,-1,-2,1,3,-1,-3,-3,-1,3,-3,2,-1,-3,3,-1,-1,-5,-1,3,4,-3,-6,FT12,2017-05-23 09:38:03+02:00,studie,"studie, bezoek, surfen",22/05/2017 23:00,2017-05-22 09:38:03+02:00
10/04/2017 03:00,1,09/04/2017 14:30,2,1,2,0,0,2,0,3,3,3,2,0,0,0,0,0,0,0,2,0,0,0,5945,12.3,4,0,6,,,,01:00:00,630,0,0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,4,4,4,,,,,,,,,,-150,0,1,0,54,4,0,1,0,1,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,-4,3,-2,-3,4,1,-1,-4,-4,-2,2,-2,1,-2,-1,2,-2,-4,0,-3,4,7,-1,-16,gh93,2017-04-10 22:48:09+02:00,,lezen; muziek studiotechniek;,NaT,2017-04-09 22:48:09+02:00
11/04/2017 01:15,0,10/04/2017 12:25,1,0,3,0,0,2,3,0,2,1,2,1,0,0,0,0,0,0,2,0,0,0,22341,8.8,5,1,0,-225,0,0,00:30:00,640,-225,-225,-225,1,1,1,5,5,5,4,4,4,5,5,5,4,4,4,1,1,1,0,0,0,9,9,9,,,,,,4,,,10/04/2017 03:00,-160,0,1,0,54,4,0,1,0,1,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,-4,3,-2,-3,4,1,-1,-4,-4,-2,2,-2,1,-2,-1,2,-2,-4,0,-3,4,7,-1,-16,gh93,2017-04-11 01:28:39+02:00,,muziek;seks,11/04/2017 05:00,2017-04-10 01:28:39+02:00
12/04/2017 02:30,0,11/04/2017 12:15,3,1,1,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,2,0,0,0,3649,10.7,4,0,1,-60,0,0,01:30:00,495,-285,-285,-285,2,2,1,6,6,4,5,5,3,6,6,3,5,5,2,1,1,1,0,0,0,13,13,9,,,-225,,4,5,,10/04/2017 03:00,11/04/2017 01:15,-15,0,1,0,54,4,0,1,0,1,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,-4,3,-2,-3,4,1,-1,-4,-4,-2,2,-2,1,-2,-1,2,-2,-4,0,-3,4,7,-1,-16,gh93,2017-04-12 21:51:36+02:00,,muziek;lezen;seks,12/04/2017 03:30,2017-04-11 21:51:36+02:00
13/04/2017 05:00,0,12/04/2017 13:00,0,0,1,0,0,2,2,1,2,0,2,0,0,0,0,0,0,0,2,0,0,0,11915,1.3,4,0,2,180,180,12,00:15:00,465,-105,-105,120,2,1,1,7,5,2,7,5,3,8,5,3,5,2,1,1,1,0,0,0,0,17,13,8,,-225,-60,4,5,4,10/04/2017 03:00,11/04/2017 01:15,12/04/2017 02:30,15,15,1,0,54,4,0,1,0,1,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,-4,3,-2,-3,4,1,-1,-4,-4,-2,2,-2,1,-2,-1,2,-2,-4,0,-3,4,7,-1,-16,gh93,2017-04-13 00:42:19+02:00,vrouwen,film;seks,13/04/2017 02:00,2017-04-12 00:42:19+02:00
14/04/2017 04:30,0,13/04/2017 11:00,2,1,2,1,0,1,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,16744,7.2,4,0,3,90,90,6,01:00:00,330,-15,210,270,2,2,1,7,4,3,6,4,3,6,4,3,2,1,0,1,0,0,0,0,0,17,12,8,-225,-60,180,5,4,4,11/04/2017 01:15,12/04/2017 02:30,13/04/2017 05:00,150,165,1,0,54,4,0,1,0,1,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,-4,3,-2,-3,4,1,-1,-4,-4,-2,2,-2,1,-2,-1,2,-2,-4,0,-3,4,7,-1,-16,gh93,2017-04-14 23:19:56+02:00,,muziek;seks,14/04/2017 03:00,2017-04-13 23:19:56+02:00
15/04/2017 03:30,0,14/04/2017 12:15,3,1,1,0,0,0,1,1,3,1,2,0,0,0,0,0,0,0,2,0,0,0,2206,4.4,4,0,4,30,30,2,01:30:00,435,240,300,120,3,2,2,5,4,3,4,3,1,7,6,4,2,1,1,0,0,0,0,0,0,16,12,8,-60,180,90,4,4,4,12/04/2017 02:30,13/04/2017 05:00,14/04/2017 04:30,45,195,1,0,54,4,0,1,0,1,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,-4,3,-2,-3,4,1,-1,-4,-4,-2,2,-2,1,-2,-1,2,-2,-4,0,-3,4,7,-1,-16,gh93,2017-04-15 00:11:02+02:00,,muziek;lezen,15/04/2017 03:00,2017-04-14 00:11:02+02:00
16/04/2017 03:30,0,15/04/2017 11:45,2,1,2,0,0,1,2,1,3,1,2,0,0,0,0,0,0,0,2,0,0,0,12947,5.8,4,0,5,30,30,2,01:00:00,435,330,150,60,3,3,2,6,5,3,4,2,1,9,7,6,2,2,2,0,0,0,0,0,0,16,12,8,180,90,30,4,4,4,13/04/2017 05:00,14/04/2017 04:30,15/04/2017 03:30,45,255,1,0,54,4,0,1,0,1,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,-4,3,-2,-3,4,1,-1,-4,-4,-2,2,-2,1,-2,-1,2,-2,-4,0,-3,4,7,-1,-16,gh93,2017-04-16 01:20:54+02:00,,muziek;seks;lezen,16/04/2017 03:00,2017-04-15 01:20:54+02:00
18/04/2017 01:00,0,17/04/2017 08:00,1,0,2,0,0,2,2,1,3,1,2,0,0,0,0,0,0,0,2,0,0,0,19361,9.4,4,0,0,0,0,0,00:30:00,390,120,90,60,2,1,0,6,5,3,5,5,4,12,9,6,5,4,3,0,0,0,0,0,0,16,12,8,30,30,60,4,4,4,15/04/2017 03:30,16/04/2017 03:30,17/04/2017 04:00,90,150,1,0,54,4,0,1,0,1,1,0,1,3,-3,-2,1,1,3,0,1,-4,3,0,2,1,2,0,4,-2,0,4,-3,-3,-2,3,4,-4,3,-2,-3,4,1,-1,-4,-4,-2,2,-2,1,-2,-1,2,-2,-4,0,-3,4,7,-1,-16,gh93,2017-04-18 02:40:54+02:00,,Kinderen;lezen;huishouden,18/04/2017 01:00,2017-04-17 02:40:54+02:00
