"date";"id";"bed_time";"late";"late_reason";"wake_time";"sleep_transition";"sleep_struggle";"night_wake";"wake_earlier";"wake_earlier_problem";"sleep_quality";"physical_activity";"mental_digital_activity";"social_activity";"light";"presleep_description";"temptation_smoking";"temptation_eating";"temptation_chat";"temptation_coffee";"temptation_social_media";"temptation_internet";"temptation_tv";"temptation_alcohol";"temptation_soft_drink";"temptation_cleaning";"temptation_shopping";"temptation_other";"bed_time_plan";"temptation_score";"plan_tonight";"bed_tonight";"procrastination_minutes"
"2017-04-10 19:41:11+02:00";"HA61";"2017-04-10 10:45:00";0;"";"2017-04-10 08:15:00";0;0;2;1;1;1;0;0;3;3;"Auto rijden, Hond uitlaten, tv kijken";0;0;0;2;0;0;2;0;0;0;0;2;"2017-04-10 21:45:00";6;"2017-04-10 21:45:00";"2017-04-10 21:50:00";5
"2017-04-11 20:53:33+02:00";"HA61";"2017-04-11 21:50:00";0;"";"2017-04-11 05:35:00";1;0;2;1;1;2;1;1;2;2;"Computer, hond uitlaten, tv kijken";0;0;0;2;0;0;2;2;0;0;0;0;"2017-04-11 09:50:00";6;"2017-04-12 09:50:00";"2017-04-11 21:55:00";-715
"2017-04-12 21:44:13+02:00";"HA61";"2017-04-12 21:55:00";1;"TV programma";"2017-04-12 05:40:00";0;0;2;1;1;1;1;1;3;3;"Eten, hond uitlaten, tv-kijken";0;0;0;2;0;0;0;2;0;0;0;2;"2017-04-12 22:00:00";6;"2017-04-12 22:00:00";"2017-04-12 21:50:00";-10
"2017-04-13 22:01:19+02:00";"HA61";"2017-04-13 21:50:00";0;"";"2017-04-13 05:40:00";1;1;3;1;3;0;3;1;2;1;"Ete,, skeeleren, tv kijken";0;0;0;2;0;2;2;2;0;0;0;2;"2017-04-13 21:50:00";10;"2017-04-13 21:50:00";"2017-04-13 22:10:00";20
"2017-04-14 21:09:57+02:00";"HA61";"2017-04-14 22:10:00";1;"Iets meer tijd voor tandenpoetsen ed";"2017-04-14 07:15:00";0;0;3;1;1;2;1;1;3;3;"Eten, hond uitlaten, tv kijken";0;0;0;2;0;0;2;2;0;0;0;0;"2017-04-14 22:00:00";6;"2017-04-14 22:00:00";"2017-04-14 21:50:00";-10
"2017-04-15 21:12:35+02:00";"HA61";"2017-04-15 21:50:00";0;"";"2017-04-15 07:30:00";1;0;2;1;1;1;1;1;2;3;"Hond uitlaten, tv, lezen";0;0;0;2;1;0;2;2;0;0;0;0;"2017-04-15 22:00:00";7;"2017-04-15 22:00:00";"2017-04-15 21:50:00";-10
"2017-04-16 21:09:30+02:00";"HA61";"2017-04-16 21:50:00";0;"";"2017-04-16 08:30:00";0;0;2;1;1;2;1;1;1;3;"Hond uitlaten, tv kijken, reis zoen internet";0;0;0;2;0;2;2;2;0;0;0;2;"2017-04-16 22:00:00";10;"2017-04-16 22:00:00";"2017-04-16 23:00:00";60
"2017-04-17 22:02:00+02:00";"HA61";"2017-04-17 23:00:00";1;"Tv programma";"2017-04-17 08:05:00";0;0;1;0;0;2;1;1;1;2;"Hond, tv kijken";0;0;0;2;0;0;2;0;0;0;0;2;"2017-04-17 22:30:00";6;"2017-04-17 22:30:00";"2017-04-17 22:30:00";0
"2017-04-18 22:39:10+02:00";"HA61";"2017-04-18 22:30:00";0;"";"2017-04-18 08:15:00";1;0;1;1;1;2;1;0;0;3;"Hond, tv, internet";0;0;0;2;0;0;2;0;0;0;0;2;"2017-04-18 22:45:00";6;"2017-04-18 22:45:00";"2017-04-18 22:30:00";-15
"2017-04-19 22:48:45+02:00";"HA61";"2017-04-19 22:30:00";0;"";"2017-04-19 08:30:00";1;0;1;0;0;2;1;0;1;3;"Hoe, tv, internet";0;0;0;2;0;0;2;0;0;0;0;0;"2017-04-19 22:45:00";4;"2017-04-19 22:45:00";"2017-04-19 22:45:00";0
"2017-04-20 21:32:14+02:00";"HA61";"2017-04-20 22:45:00";0;"";"2017-04-20 07:20:00";2;1;1;1;0;2;3;1;2;1;"Auto, skeeleren, auto, internet";0;0;0;2;2;0;0;0;0;0;0;2;"2017-04-20 22:15:00";6;"2017-04-20 22:15:00";"2017-04-20 22:30:00";15
"2017-04-21 00:28:12+02:00";"HA61";"2017-04-21 22:30:00";0;"Nvt";"2017-04-21 08:15:00";2;1;1;0;0;2;1;1;1;2;"Hond uitlaten, tv, internet";0;0;0;2;0;0;2;0;0;0;0;0;"2017-04-21 11:00:00";4;"2017-04-22 11:00:00";"2017-04-22 00:15:00";-645
"2017-04-22 22:41:51+02:00";"HA61";"2017-04-22 00:15:00";1;"Afspraak met buurvrouw";"2017-04-22 08:15:00";2;1;2;1;1;0;1;1;3;3;"Bijeenkomst IVN, afstemmen en kletsen bij buurvrouw";0;0;0;2;0;0;0;0;2;0;0;0;"2017-04-22 23:00:00";4;"2017-04-22 23:00:00";"2017-04-23 00:30:00";90
"2017-04-23 22:45:02+02:00";"HA61";"2017-04-23 00:30:00";1;"Uitgelopen jubileum collega";"2017-04-23 08:15:00";1;0;2;1;3;0;3;2;3;0;"Fietsen, feest, auto rijden";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-23 23:00:00";4;"2017-04-23 23:00:00";"2017-04-24 10:30:00";690
"2017-04-24 22:41:03+02:00";"HA61";"2017-04-24 10:30:00";0;"";"2017-04-24 08:00:00";2;1;2;1;3;1;3;2;1;0;"Eten, skeelerles, discussie vriendin";0;0;0;2;0;0;0;0;0;0;0;0;"2017-04-24 22:40:00";2;"2017-04-24 22:40:00";"2017-04-24 22:30:00";-10
"2017-04-25 14:25:58+02:00";"HA61";"2017-04-25 22:30:00";0;"";"2017-04-25 08:10:00";1;0;1;0;1;2;1;2;1;2;"Eten, hond uitlaten, tv, hotel verkennen";0;0;0;2;2;2;0;2;0;0;0;0;"2017-04-25 22:30:00";8;"2017-04-25 22:30:00";"2017-04-26 01:30:00";180
"2017-04-26 15:08:57+02:00";"HA61";"2017-04-26 01:30:00";1;"Film op televisie";"2017-04-26 08:00:00";3;1;2;1;1;0;1;1;1;3;"hond uitlaten, koffie drinken in lounch, tv kijken";0;0;0;2;2;0;2;2;0;0;0;0;"2017-04-26 22:00:00";8;"2017-04-26 22:00:00";"2017-04-26 22:15:00";15
"2017-04-27 16:56:07+02:00";"HA61";"2017-04-27 22:15:00";0;"";"2017-04-27 07:45:00";1;0;1;1;1;1;1;1;1;1;"Hond uitlaten, discussie met vriendin, tv kijken";0;0;0;2;0;0;2;0;0;0;0;0;"2017-04-27 22:30:00";4;"2017-04-27 22:30:00";"2017-04-27 22:30:00";0
"2017-04-28 15:31:35+02:00";"HA61";"2017-04-28 22:30:00";0;"";"2017-04-28 09:00:00";2;1;1;1;1;2;1;2;1;1;"Hond uitlaten, tv, muziek luisteren";0;0;0;2;0;2;0;0;0;0;0;0;"2017-04-28 22:00:00";4;"2017-04-28 22:00:00";"2017-04-29 00:00:00";120
"2017-04-10 21:17:41+02:00";"he46";"2017-04-10 00:00:00";1;"niet willen slapen";"2017-04-10 07:00:00";1;0;1;1;1;1;0;1;3;3;"tv kijken en computeren";0;0;0;0;0;2;2;0;0;0;0;0;"2017-04-10 00:00:00";4;"2017-04-11 00:00:00";"2017-04-10 23:00:00";-60
"2017-04-11 23:09:55+02:00";"he46";"2017-04-11 23:00:00";0;"";"2017-04-11 07:45:00";1;0;1;0;1;2;1;1;1;0;"uit eten en radio luisteren";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-11 23:30:00";2;"2017-04-11 23:30:00";"2017-04-12 00:00:00";30
"2017-04-12 09:50:50+02:00";"he46";"2017-04-12 00:00:00";1;"tv kijken";"2017-04-12 07:00:00";1;0;1;0;1;2;0;2;2;3;"tv kijken en studeren";0;2;0;0;2;2;2;2;0;0;0;0;"2017-04-12 23:00:00";10;"2017-04-12 23:00:00";"2017-04-12 23:30:00";30
"2017-04-13 09:50:20+02:00";"HE46";"2017-04-13 23:30:00";1;"voetbal kijken";"2017-04-13 06:30:00";1;1;1;0;1;1;0;2;3;3;"studeren, tv kijken, computeren";0;0;0;0;0;2;0;0;0;0;0;1;"2017-04-13 23:00:00";3;"2017-04-13 23:00:00";"2017-04-13 23:15:00";15
"2017-04-14 08:23:12+02:00";"he46";"2017-04-14 23:15:00";0;"";"2017-04-14 06:30:00";2;1;1;0;1;1;0;2;3;3;"voetbal kijken en computeren";0;0;0;0;0;2;0;0;0;0;0;0;"2017-04-14 23:30:00";2;"2017-04-14 23:30:00";"2017-04-15 01:00:00";90
"2017-04-15 00:03:31+02:00";"he46";"2017-04-15 01:00:00";1;"rusteloos";"2017-04-15 07:15:00";2;0;0;0;2;1;3;2;3;3;"tv kijken  en computeren";0;0;0;0;0;2;2;0;0;0;0;0;"2017-04-15 00:30:00";4;"2017-04-16 00:30:00";"2017-04-16 00:30:00";0
"2017-04-16 10:40:24+02:00";"he46";"2017-04-16 00:30:00";0;"tv kijken";"2017-04-16 09:00:00";1;0;2;1;3;1;0;3;2;3;"tv kijken en computeren";0;2;0;0;0;2;2;2;0;0;0;0;"2017-04-16 00:00:00";8;"2017-04-17 00:00:00";"2017-04-17 01:30:00";90
"2017-04-17 09:37:56+02:00";"he46";"2017-04-17 01:30:00";1;"moest werk afmaken";"2017-04-17 08:30:00";1;1;0;1;0;2;1;3;3;3;"werken achter de pc";0;0;0;0;0;0;2;2;0;0;0;0;"2017-04-17 00:00:00";4;"2017-04-18 00:00:00";"2017-04-18 00:15:00";15
"2017-04-18 11:40:54+02:00";"he46";"2017-04-18 00:15:00";1;"tv kijken";"2017-04-18 09:00:00";1;0;0;0;0;2;1;2;2;3;"tv kijken en computeren";0;0;0;0;0;2;2;2;0;0;0;0;"2017-04-18 00:00:00";6;"2017-04-19 00:00:00";"2017-04-19 00:15:00";15
"2017-04-19 22:39:32+02:00";"he46";"2017-04-19 00:15:00";1;"tv kijken ";"2017-04-19 08:30:00";1;0;0;1;1;1;0;2;3;3;"tv kijken en computeren";0;0;0;0;0;2;2;2;0;0;0;0;"2017-04-19 23:30:00";6;"2017-04-19 23:30:00";"2017-04-20 02:00:00";150
"2017-04-20 13:33:26+02:00";"HE46";"2017-04-20 02:00:00";1;"borrelen met vrienden";"2017-04-20 09:00:00";0;0;1;1;1;2;0;0;3;0;"kletsen met vrienden";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-20 23:00:00";2;"2017-04-20 23:00:00";"2017-04-21 01:00:00";120
"2017-04-21 21:23:50+02:00";"he46";"2017-04-21 01:00:00";1;"gevierd dat ik mijn scriptie had ingeleverd";"2017-04-21 06:30:00";2;1;1;0;1;1;1;0;3;0;"kletsen met vrienden";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-21 23:30:00";2;"2017-04-21 23:30:00";"2017-04-22 00:00:00";30
"2017-04-22 20:44:05+02:00";"he46";"2017-04-22 00:00:00";0;"werken";"2017-04-22 07:20:00";2;1;0;0;0;2;0;2;3;3;"computeren";0;0;0;0;0;2;2;0;0;0;0;0;"2017-04-22 23:30:00";4;"2017-04-22 23:30:00";"2017-04-23 00:00:00";30
"2017-04-23 22:43:23+02:00";"he46";"2017-04-23 00:00:00";1;"werken";"2017-04-23 06:30:00";2;1;0;0;1;2;1;2;3;1;"computeren";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-23 23:30:00";0;"2017-04-23 23:30:00";"2017-04-24 01:00:00";90
"2017-04-24 19:30:34+02:00";"he46";"2017-04-24 01:00:00";0;"";"2017-04-24 08:00:00";1;0;0;1;1;1;0;0;3;0;"feestje gevierd";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-24 00:00:00";2;"2017-04-25 00:00:00";"2017-04-24 23:30:00";-30
"2017-04-25 21:17:13+02:00";"he46";"2017-04-25 23:30:00";0;"";"2017-04-25 07:00:00";2;0;1;1;1;2;1;2;3;3;"tv kijken";0;0;0;0;0;0;2;0;0;0;0;0;"2017-04-25 23:00:00";2;"2017-04-25 23:00:00";"2017-04-25 23:45:00";45
"2017-04-10 10:00:40+02:00";"MJ47";"2017-04-10 23:45:00";1;"Ik wilde nog een extra hoofdstuk lezen";"2017-04-10 08:20:00";0;0;0;0;1;1;0;1;2;3;"tv kijken, lezen";0;2;0;0;2;0;0;0;1;0;0;0;"2017-04-10 23:30:00";5;"2017-04-10 23:30:00";"2017-04-10 23:30:00";0
"2017-04-11 09:56:16+02:00";"MJ87";"2017-04-11 23:30:00";1;"";"2017-04-11 08:00:00";1;0;0;0;0;2;0;1;3;2;"kletsen, smartphone";0;0;0;0;2;0;0;0;0;0;0;0;"2017-04-11 23:30:00";2;"2017-04-11 23:30:00";"2017-04-11 23:45:00";15
"2017-04-12 15:47:02+02:00";"MJ87";"2017-04-12 23:45:00";1;"Nog even willen appen met iemand";"2017-04-12 08:15:00";1;1;0;0;0;2;0;1;1;3;"gamen, tv, lezen, appen";0;0;0;0;2;0;2;0;2;0;0;0;"2017-04-12 01:00:00";6;"2017-04-13 01:00:00";"2017-04-13 00:45:00";-15
"2017-04-13 18:33:28+02:00";"MJ87";"2017-04-13 00:45:00";0;"";"2017-04-13 09:15:00";0;0;1;0;1;2;1;0;2;2;"cafe, bus";0;1;0;0;2;0;0;1;2;0;0;0;"2017-04-13 01:00:00";6;"2017-04-14 01:00:00";"2017-04-14 00:15:00";-45
"2017-04-14 13:20:19+02:00";"MJ87";"2017-04-14 00:15:00";0;"";"2017-04-14 09:45:00";1;0;1;1;2;2;0;2;1;3;"Gamen";0;1;0;0;0;0;0;1;2;0;0;0;"2017-04-14 23:30:00";4;"2017-04-14 23:30:00";"2017-04-15 01:00:00";90
"2017-04-15 10:45:45+02:00";"MJ87";"2017-04-15 01:00:00";1;"het was nog gezellig";"2017-04-15 07:50:00";1;0;1;0;1;2;1;1;1;3;"gamen, bankhangen";0;2;0;0;0;0;0;2;0;0;0;0;"2017-04-15 23:30:00";4;"2017-04-15 23:30:00";"2017-04-16 00:20:00";50
"2017-04-16 15:37:49+02:00";"MJ87";"2017-04-16 00:20:00";1;"Was nog aan het overleggen over een online bestelling die wat langer duurde dan verwacht";"2017-04-16 08:00:00";2;1;1;1;1;1;0;1;1;3;"tv kijken, telefoon gebruikt";0;0;0;0;2;0;0;0;0;0;2;0;"2017-04-16 23:30:00";4;"2017-04-16 23:30:00";"2017-04-16 23:30:00";0
"2017-04-17 09:57:40+02:00";"MJ87";"2017-04-17 23:30:00";0;"";"2017-04-17 08:40:00";1;0;1;0;1;2;0;1;3;2;"bank hangen, lezen";0;0;0;0;2;0;0;0;2;0;0;0;"2017-04-17 23:30:00";4;"2017-04-17 23:30:00";"2017-04-18 00:00:00";30
"2017-04-18 12:15:40+02:00";"MJ87";"2017-04-18 00:00:00";1;"Nog even lezen en praten";"2017-04-18 07:45:00";1;1;0;1;2;1;0;1;1;3;"Passion kijken, lezen, appen";0;0;0;0;2;0;0;0;2;0;0;0;"2017-04-18 01:00:00";4;"2017-04-19 01:00:00";"2017-04-19 02:00:00";60
"2017-04-19 16:49:25+02:00";"MJ87";"2017-04-19 02:00:00";1;"er kwamen vrienden langs";"2017-04-19 11:00:00";0;0;1;1;2;2;2;1;3;0;"vrienden, drinken";0;2;0;0;0;0;0;2;0;0;0;0;"2017-04-19 01:00:00";4;"2017-04-20 01:00:00";"2017-04-20 01:00:00";0
"2017-04-20 11:26:10+02:00";"MJ87";"2017-04-20 01:00:00";0;"";"2017-04-20 09:30:00";3;0;0;0;1;2;1;1;1;3;"Gamen";0;2;0;0;0;0;0;1;1;0;0;0;"2017-04-20 01:00:00";4;"2017-04-21 01:00:00";"2017-04-20 23:45:00";-75
"2017-04-21 13:41:35+02:00";"MJ87";"2017-04-21 23:45:00";0;"";"2017-04-21 10:15:00";1;0;0;0;0;2;1;1;2;1;"verjaardag ,terug rijden naar huis";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-21 00:30:00";0;"2017-04-22 00:30:00";"2017-04-22 00:45:00";15
"2017-04-22 10:56:51+02:00";"MJ87";"2017-04-22 00:45:00";1;"Ik was iets later thuis dan verwacht";"2017-04-22 08:30:00";0;0;0;0;1;2;0;1;3;3;"borrel met vrienden, terugrit met metro naar huis";0;0;0;0;2;0;0;2;0;0;0;0;"2017-04-22 23:30:00";4;"2017-04-22 23:30:00";"2017-04-22 23:45:00";15
"2017-04-23 09:51:38+02:00";"MJ87";"2017-04-23 23:45:00";1;"nog even lezen en door sociale media scrollen";"2017-04-23 08:30:00";0;0;0;0;0;2;1;1;1;1;"sporten, douchen, tv kijken, lezen";0;0;0;0;2;0;2;0;2;0;0;0;"2017-04-23 23:30:00";6;"2017-04-23 23:30:00";"2017-04-24 00:00:00";30
"2017-04-24 10:53:56+02:00";"MJ87";"2017-04-24 00:00:00";1;"nog even lezen";"2017-04-24 08:15:00";0;0;1;0;1;2;1;1;3;2;"bank hangen, lezen in bed";0;0;0;0;2;0;0;0;2;0;0;0;"2017-04-24 23:30:00";4;"2017-04-24 23:30:00";"2017-04-24 23:45:00";15
"2017-04-25 12:02:42+02:00";"MJ87";"2017-04-25 23:45:00";1;"ik was nog in gesprek op de app";"2017-04-25 08:30:00";0;0;0;0;0;2;0;1;2;1;"tv kijken, lezen, appen";0;0;0;0;2;0;0;0;0;0;0;0;"2017-04-25 00:30:00";2;"2017-04-26 00:30:00";"2017-04-26 01:30:00";60
"2017-04-26 20:23:18+02:00";"MJ87";"2017-04-26 01:30:00";1;"Was langer gezellig dan verwacht ";"2017-04-26 11:00:00";1;0;0;0;0;2;1;2;2;0;"Serie kijken met vriendin, naar huis rijden";0;2;0;0;0;0;0;0;2;0;0;0;"2017-04-26 01:00:00";4;"2017-04-27 01:00:00";"2017-04-27 01:00:00";0
"2017-04-27 21:27:33+02:00";"MJ87";"2017-04-27 01:00:00";1;"zat nog langer te lezen";"2017-04-27 11:30:00";0;0;1;0;1;2;0;1;2;1;"cafe, naar huis met de bus, lezen";0;1;1;0;2;0;0;2;0;0;0;0;"2017-04-27 00:00:00";6;"2017-04-28 00:00:00";"2017-04-28 00:30:00";30
"2017-04-28 10:02:58+02:00";"MJ87";"2017-04-28 00:30:00";1;"gamen liep uit en lag nog gezellig te kletsen";"2017-04-28 08:00:00";0;0;0;1;1;2;0;2;0;3;"gamen, kletsen";0;2;0;0;2;0;0;2;2;0;0;0;"2017-04-28 23:30:00";8;"2017-04-28 23:30:00";"2017-04-28 23:30:00";0
"2017-04-10 09:37:29+02:00";"PM61";"2017-04-10 23:30:00";0;"";"2017-04-10 07:15:00";2;0;1;0;1;1;1;0;1;2;"Metroreis, wandelen, televisie, gesprekken";0;0;0;0;2;0;0;0;2;0;0;0;"2017-04-10 23:00:00";4;"2017-04-10 23:00:00";"2017-04-10 23:30:00";30
"2017-04-11 15:33:28+02:00";"PM61";"2017-04-11 23:30:00";1;"Ik was later thuis dan ik had gehoopt";"2017-04-11 07:30:00";3;1;0;0;3;1;0;2;2;2;"Bezoek bij schoonouders, autorijden, betalingen afhandelen, douchen";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-11 23:00:00";4;"2017-04-11 23:00:00";"2017-04-11 23:46:00";46
"2017-04-12 01:51:50+02:00";"PM61";"2017-04-12 23:46:00";1;"Ik was een game aan het uitspelen";"2017-04-12 07:30:00";3;1;2;0;3;0;0;2;1;3;"Gamen, conversatie via telefoon-app";2;0;0;0;0;0;0;2;2;0;0;0;"2017-04-12 00:00:00";6;"2017-04-13 00:00:00";"2017-04-13 02:00:00";120
"2017-04-13 16:48:23+02:00";"PM61";"2017-04-13 02:00:00";1;"Er kwamen vrienden langs";"2017-04-13 11:00:00";2;0;1;0;0;2;3;1;2;0;"Met vrienden op de bank zitten";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-13 01:00:00";4;"2017-04-14 01:00:00";"2017-04-14 00:00:00";-60
"2017-04-14 12:49:48+02:00";"PM61";"2017-04-14 00:00:00";0;"";"2017-04-14 07:50:00";1;0;1;0;2;1;1;1;0;3;"Afwassen, gamen";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-14 23:00:00";4;"2017-04-14 23:00:00";"2017-04-15 00:15:00";75
"2017-04-15 13:22:06+02:00";"PM61";"2017-04-15 00:15:00";0;"";"2017-04-15 09:30:00";0;0;1;0;1;2;0;1;0;3;"Gamen";0;0;0;0;0;0;0;0;2;0;0;0;"2017-04-15 23:30:00";2;"2017-04-15 23:30:00";"2017-04-15 23:45:00";15
"2017-04-16 08:46:16+02:00";"PM61";"2017-04-16 23:45:00";1;"Het was maar een kwarter; maar ik was aan het gamen";"2017-04-16 07:45:00";1;0;0;0;2;2;2;2;1;3;"Gamen";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-16 23:30:00";4;"2017-04-16 23:30:00";"2017-04-16 23:30:00";0
"2017-04-17 10:05:28+02:00";"PM61";"2017-04-17 23:30:00";0;"";"2017-04-17 07:30:00";1;0;0;0;0;2;0;2;2;3;"Gamen, Skype, ontspannings-video's kijken";0;0;0;0;0;0;0;0;2;0;0;0;"2017-04-17 00:00:00";2;"2017-04-18 00:00:00";"2017-04-18 00:30:00";30
"2017-04-18 22:41:26+02:00";"PM61";"2017-04-18 00:30:00";1;"Mijn serie (The OA) was interessanter dan ik van te voren had zien aankomen";"2017-04-18 07:45:00";0;0;0;1;3;1;0;1;1;3;"Serie kijken";0;0;0;0;2;0;0;0;2;0;0;0;"2017-04-18 23:30:00";4;"2017-04-18 23:30:00";"2017-04-19 00:15:00";45
"2017-04-19 13:33:01+02:00";"PM61";"2017-04-19 00:15:00";1;"Ik was aan het gamen met een vriend en dat liep uit";"2017-04-19 07:45:00";3;1;2;0;2;0;0;2;1;3;"Gamen, ontspanningsvideo's kijken";1;1;0;0;0;0;0;1;2;0;0;0;"2017-04-19 23:30:00";5;"2017-04-19 23:30:00";"2017-04-19 23:30:00";0
"2017-04-20 16:15:11+02:00";"PM61";"2017-04-20 23:30:00";0;"";"2017-04-20 07:50:00";1;0;0;0;2;2;0;1;2;3;"Gamen, ontspanningsvideo's kijken";0;0;0;0;0;0;0;0;2;0;0;0;"2017-04-20 00:30:00";2;"2017-04-21 00:30:00";"2017-04-21 01:00:00";30
"2017-04-21 11:25:00+02:00";"PM61";"2017-04-21 01:00:00";0;"";"2017-04-21 21:30:00";3;0;0;0;1;2;1;2;1;1;"Gamen";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-21 01:00:00";4;"2017-04-22 01:00:00";"2017-04-22 00:00:00";-60
"2017-04-22 14:10:20+02:00";"PM61";"2017-04-22 00:00:00";0;"";"2017-04-22 10:00:00";1;0;0;0;0;2;0;0;3;0;"Eten, meerijden in auto, praten";0;0;0;1;0;0;0;0;2;0;0;0;"2017-04-22 23:30:00";3;"2017-04-22 23:30:00";"2017-04-22 23:30:00";0
"2017-04-23 09:43:26+02:00";"PM61";"2017-04-23 23:30:00";0;"";"2017-04-23 08:00:00";2;1;1;0;2;1;0;2;2;3;"Reizen met metro, reizen met bus, gamen, op YouTube rondhangen";1;1;0;0;2;0;0;1;2;0;0;0;"2017-04-23 23:30:00";7;"2017-04-23 23:30:00";"2017-04-23 23:50:00";20
"2017-04-24 00:02:32+02:00";"PM61";"2017-04-24 23:50:00";1;"Gamen liep uit";"2017-04-24 08:05:00";1;0;0;0;3;0;0;1;1;3;"Naar huis fietsen, gamen";1;0;0;0;0;0;0;2;2;0;0;0;"2017-04-24 23:30:00";5;"2017-04-24 23:30:00";"2017-04-25 01:30:00";120
"2017-04-25 15:17:19+02:00";"PM61";"2017-04-25 01:30:00";1;"Het was gezellig op het terras";"2017-04-25 13:00:00";1;0;2;0;0;3;1;0;3;0;"Op terras zitten, fietsen, treinreizen, fietsen";1;1;0;0;0;0;0;2;2;0;0;0;"2017-04-25 01:00:00";6;"2017-04-26 01:00:00";"2017-04-26 01:00:00";0
"2017-04-26 21:27:41+02:00";"PM61";"2017-04-26 01:00:00";0;"";"2017-04-26 11:30:00";1;0;1;0;1;2;0;3;0;3;"Gamen";0;0;0;0;0;0;0;2;2;0;0;0;"2017-04-26 00:00:00";4;"2017-04-27 00:00:00";"2017-04-27 00:15:00";15
"2017-04-27 00:55:27+02:00";"PM61";"2017-04-27 00:15:00";1;"Gamen en douchen liepen uit";"2017-04-27 07:40:00";1;0;1;0;1;2;1;1;3;3;"Gamen, douchen";1;0;0;0;2;0;0;2;2;0;0;0;"2017-04-27 01:00:00";7;"2017-04-28 01:00:00";"2017-04-27 23:00:00";-120
"2017-04-10 13:52:48+02:00";"wh18";"2017-04-10 23:00:00";0;"";"2017-04-10 08:30:00";0;0;1;0;0;3;0;1;3;0;"tv gekeken";0;0;0;0;0;0;0;1;0;0;0;0;"2017-04-10 23:30:00";1;"2017-04-10 23:30:00";"2017-04-11 00:30:00";60
"2017-04-11 08:35:07+02:00";"wh18";"2017-04-11 00:30:00";1;"interessant tv programma over de panda's";"2017-04-11 08:00:00";1;1;1;0;0;2;0;1;2;3;"tv kijken, bellen";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-11 23:30:00";2;"2017-04-11 23:30:00";"2017-04-11 23:50:00";20
"2017-04-12 08:36:22+02:00";"wh18";"2017-04-12 23:50:00";0;"";"2017-04-12 08:20:00";0;0;1;0;0;2;0;1;2;3;"tv kijken, bridgen op computer, bellen";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-12 23:45:00";0;"2017-04-12 23:45:00";"2017-04-12 23:30:00";-15
"2017-04-13 09:00:33+02:00";"wh18";"2017-04-13 23:30:00";0;"ging niet later naar bed";"2017-04-13 08:15:00";0;0;2;0;0;2;0;2;3;3;"lang telefoongesprek vriendin, tv kijken";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-13 23:30:00";0;"2017-04-13 23:30:00";"2017-04-13 23:45:00";15
"2017-04-14 10:09:44+02:00";"wh18";"2017-04-14 23:45:00";0;"niet later";"2017-04-14 09:30:00";2;1;2;0;1;1;0;1;2;0;"vrienden te eten, gezellig";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-14 23:30:00";2;"2017-04-14 23:30:00";"2017-04-14 23:45:00";15
"2017-04-15 09:05:26+02:00";"wh18";"2017-04-15 23:45:00";0;"ging niet later";"2017-04-15 08:45:00";0;0;1;0;0;2;0;0;2;3;"tv gekeken ";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-15 23:30:00";2;"2017-04-15 23:30:00";"2017-04-15 23:30:00";0
"2017-04-16 10:07:17+02:00";"wh18";"2017-04-16 23:30:00";0;"niet later naar bed gegaan";"2017-04-16 08:15:00";1;0;1;0;0;2;0;1;1;1;"tv gekeken";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-16 23:45:00";2;"2017-04-16 23:45:00";"2017-04-17 00:45:00";60
"2017-04-17 09:45:03+02:00";"wh18";"2017-04-17 00:45:00";1;"drukke avond met bridgen";"2017-04-17 09:15:00";2;1;1;0;0;2;1;2;2;1;"bridge, computer, lezen";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-17 23:30:00";2;"2017-04-17 23:30:00";"2017-04-18 00:15:00";45
"2017-04-18 09:13:42+02:00";"wh18";"2017-04-18 00:15:00";1;"gezellig";"2017-04-18 08:00:00";0;0;1;0;0;2;0;1;2;3;"even langs geweest bij moeder, daarna tv gekeken";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-18 23:45:00";2;"2017-04-18 23:45:00";"2017-04-18 23:45:00";0
"2017-04-19 08:14:31+02:00";"wh18";"2017-04-19 23:45:00";0;"niet later";"2017-04-19 08:00:00";0;0;1;0;0;2;0;1;3;0;"tv gekeken";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-19 23:45:00";2;"2017-04-19 23:45:00";"2017-04-19 23:30:00";-15
